,year,combinedStatus,fullName,sortName,primaryNationality,secondaryNationality,tertiaryNationality,gender,photoUrl,photoCredit,type,lastStatus,typeOfDeath,status,employedAs,organizations,jobs,coverage,mediums,country,location,region,state,locality,province,localOrForeign,sourcesOfFire,motiveConfirmed,accountabilityCrossfire,accountabilityAssignment,impunityMurder,tortured,captive,threatened,charges,motive,lengthOfSentence,healthProblems,impCountry,entry,sentenceDate,sentence,locationImprisoned,date_with_day,desc
1232,2000,Confirmed,Shamsur Rahman,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Freelance,Janakantha,"Broadcast Reporter,Print Reporter",Crime,"Print,Radio",Bangladesh,Jessore,,,Jessore,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"July 16, 2000","Rahman, a special correspondent for the Bengali-language national daily Janakantha and a frequent contributor to the BBC’s Bengali-language service, was killed at around 8:20 p.m. when two armed men entered his office and fired at his head and chest from point-blank range. The 43-year-old journalist was working alone in his office on Jail Road in central Jessore when the assailants arrived. The gunmen reportedly fled the scene immediately."
1233,2014,Confirmed,Shan Dahar,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Abb Takk Television,Broadcast Reporter,"Corruption,Crime,Politics",Television,Pakistan,Larkana,,,Larkana,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"January 1, 2014","Dahar, a reporter for Abb TakkTelevision, was shot in the back while filming outside a pharmacy near theBadah Press Club in Larkana, according to his sister and brother-in-law whospoke to CPJ. He died shortly after at a local hospital."
1234,2017,Confirmed,Shantanu Bhowmik,,India,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Dinraat,Broadcast Reporter,Politics,Television,India,West Tripura district,,Tripura,West Tripura district,,Local,Mob Violence,Confirmed,,No,,,,,,,,,,,,,,"September 20, 2017","Shantanu Bhowmik, a reporter for the local Bengali-language news channel Dinraat, was beaten to death on September 20, 2017, while he covered clashes between members of the separatist Indigenous People’s Front of Tripura and the ruling Tripura Rajya Upajati Ganamukti Parishad party in the northeastern Tripura state near the border with Bangladesh, according to media reports."
1235,1999,Confirmed,Shao Yunhuan,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/shao_yunhuan_yugoslavia_1999.jpg,,Journalist,,Crossfire,Killed,Staff,Xinhua News Agency,Print Reporter,War,Print,Yugoslavia,Belgrade,,,Belgrade,,Foreign,Military Officials,Confirmed,,,,,,,,,,,,,,,,"May 8, 1999","Shao Yunhuan, Xu Xinghu, and Zhu Ying, all Chinese nationals, were on assignment in Belgrade to report on the war between NATO and Serbian forces. They were killed during the night when NATO bombs hit the Chinese Embassy, where the journalists were staying. Shao was 48, Xu was 29, and Zhu was 27."
1236,2007,Confirmed,Shehab Mohammad al-Hiti,,Iraq,,,Male,,,Journalist,,Murder,Killed,Staff,Baghdad al-Youm,Editor,Politics,Print,Iraq,Baghdad,,,Baghdad,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"October 28, 2007","Al-Hiti, 27, an editor for the fledgling weekly Baghdad al-Youm, was last seen leaving his home in Baghdad’s western neighborhood of Al-Jamia to go to the paper’s offices around midday, a source at the paper told CPJ. Iraqi security forces found the journalist’s body later that afternoon in Baghdad’s northeastern Ur neighborhood and transported it to Baghdad’s Al-Tib al-Adli Hospital morgue, the source said."
1237,2016,Confirmed,Shehzad Ahmed,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Aaj News,Camera Operator,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,Pakistan,Quetta,,,Quetta,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"August 8, 2016","Aaj News cameraman Shehzad Ahmed died in a massive bomb blast in Quetta, Pakistan, that killed more than 70 people, according to press reports. Khan, 30, was filming lawyers gathered at the Quetta Civil Hospital to mourn the murder of their colleague Bilal Kasi, president of the Baluchistan Bar Association, whose car was attacked by gunmen on motorcycles."
1238,2005,Confirmed,Sheikh Belaluddin,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Sangram,Print Reporter,,Print,Bangladesh,Khulna,,,Khulna,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"February 11, 2005","Belaluddin, a correspondent with the conservative Bengali daily Sangram, died of injuries sustained in a bomb attack six days earlier. The device exploded at around 9:15 p.m. outside the press club in the southwestern city of Khulna. The bomb, hidden in a bag hanging from a motorcycle, detonated as Belaluddin approached the vehicle."
1239,2010,Confirmed,Sheikh Nur Mohamed Abkey,,Somalia,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Somalia.Abkey2.jpg,NUSOJ,Journalist,,Murder,Killed,Staff,Radio Mogadishu,Producer,"Culture,War",Radio,Somalia,Mogadishu,,,Mogadishu,,Local,Political Group,Confirmed,,,Partial Impunity,Yes,Yes,Yes,,,,,,,,,,"May 4, 2010","Three gunmen shot Abkey, a veteran Radio Mogadishu journalist, near his home in the southern Mogadishu district of Wardhigley. Local journalists said Abkey’s body, found in an alleyway, also showed evidence of torture."
1240,2017,Confirmed,Shifa Zikri Ibrahim (Shifa Gardi),,Iraq,,,Female,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/02262017ShifaGardiAFPGettySafinHamid.jpg,(AFP/Getty/Safin Hamid),Journalist,Killed,Crossfire,Killed,Staff,Rudaw TV,Broadcast Reporter,War,Television,Iraq,Mosul,,,Mosul,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"February 25, 2017","Iraqi-Kurdish reporter and Kurdish-language Rudaw TV news anchor Shifa Zikri Ibrahim, known professionally as Shifa Gardi, was killed on February 25, 2017, by a roadside bomb while covering the Iraqi Army’s offensive against the Islamic State group in western Mosul, according to the network and news reports."
1241,2008,Confirmed,Shihab al-Tamimi,,Iraq,,,Male,,,Journalist,,Murder,Killed,Staff,Iraqi Journalists Syndicate,Editor,"Politics,War","Print,Radio,Television",Iraq,Baghdad,,,Baghdad,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"February 27, 2008","Al-Tamimi, head of the Iraqi Journalists Syndicate,died of complications from injuries suffered in a targeted shooting in Baghdadon February 23. Jabbar Tarrad al-Shimmari, deputy head of the Iraqi JournalistsSyndicate, told CPJ that al-Tamimi, 74, died from a stroke four days after theattack. Unidentified gunmen in a white Opel intercepted and openedfire on a car carrying al-Tamimi, his son and driver, Rabie, and anunidentified colleague riding in the backseat. The three were on their way fromthe syndicate’s headquarters to a meeting in Baghdad’s Al-Waziriyaneighborhood, the journalist’s nephew, Arfan Jalil Karim, told CPJ. The son wasshot several times and hospitalized, Karim told CPJ. The third occupant was notinjured, he said. Al-Tamimi had received prior threats. Al-Shimmari said thatal-Tamimi received a threat in 2005 during which the caller told him he wouldbe killed the following day. The journalist went into hiding for a month afterthat. About six months ago, al-Tamimi received calls both on his cell phone andland line threatening his life, according to Karim."
1242,2004,Confirmed,Shinsuke Hashida,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/shinsuke_hashida_iraq_2004.jpg,,Journalist,,Crossfire,Killed,Freelance,freelance,Print Reporter,War,Print,Iraq,near Mahmoudiya,,,near Mahmoudiya,,Foreign,Political Group,Confirmed,,,,,,,,,,,,,,,,"May 27, 2004","Shinsuke Hashida and his nephew Kotaro Ogawa, both freelance journalists, were killed along with their translator when their car came under attack by Iraqi gunmen near Mahmoudiya, 20 miles (30 kilometers) south of the capital, Baghdad, according to news reports."
1243,1992,Confirmed,Shirindzhon Amirdzhonov,,Tajikistan,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/amirdzhonov-tajikistan.92.CJES.jpg,,Journalist,,Dangerous Assignment,Killed,Staff,Tajikistan Radio,Broadcast Reporter,,Radio,Tajikistan,Dushanbe,,,Dushanbe,,Local,,Confirmed,,No,,,,,,,,,,,,,,"May 7, 1992","Amirdzhonov, a correspondent for Tajikistan Radio, and Olim Zarobekov, a Tajikistan Radio department head, were killed by automatic weapon fire at the republic’s Radio House in Dushanbe while they were performing professional duties, according to the Journalists’ Union of Tajikistan."
1244,2009,Confirmed,Shoba,,Sri Lanka,,,Female,,,Journalist,,Crossfire,Killed,Staff,O'liveechchu,Broadcast Reporter,War,"Television,Internet",Sri Lanka,Mullivaikkal,,,Mullivaikkal,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,,"May 18 or 19, 2009","Tamil news presenter Shoba was shown shot and killed inamateur video filmed by Sri Lankan soldiers and obtained by the U.K.’s Channel4. Journalists for Democracy in Sri Lanka said Shoba died in the town of Mullivaikkalin the northeastern “no fire zone.”Shoba, who went by one name, also reported under the nameIsaipriya or Isaippiriya for the media division of the secessionist LiberationTigers of Tamil Eelam (LTTE), including the videomagazine O’liveechchu, according to Channel 4 and the pro-LTTE TamilNet news website. The mannerof Shoba’s death is not known, although several point-blank executions of boundprisoners were filmed in the same location. Channel 4 reporter Jon Snow said inthe documentary film, “Sri  Lanka‘s Killing Fields,” that Shoba’s bodywas found among some that “appear to have been raped or sexually assaulted, andthen murdered.”The Sri Lankan Ministry of Defense described Shoba as Lt."
1245,2020,Confirmed,Shubham Mani Tripathi,,India,,,Male,,,Journalist,Killed,Murder,Killed,Staff,Kampu Mail,Print Reporter,Politics,Print,India,Uttar Pradesh,,Uttar Pradesh,,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"June 19, 2020","On June 19, 2020, two assailants shot and killed Indian journalist Shubham Mani Tripathi, a reporter with the local Hindi daily Kampu Mail, in Uttar Pradesh state’s Unnao district, according to news reports and the journalist’s brother, Rishabh Mani Tripathi, who spoke to CPJ over the phone."
1246,2018,Confirmed,Shujaat Bukhari,,India,,,Male,https://cpj-photos.s3.amazonaws.com/Bukhari%202%20AP-2018-06-22-1529700255957.jpg,AP/Bikas Das,Journalist,Killed,Murder,Killed,Staff,Rising Kashmir,"Editor,Print Reporter","Human Rights,Politics",Print,India,Srinagar city,,Jammu and Kashmir,Srinagar city,,Local,,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"June 14, 2018","Several unidentified gunmen fired at Shujaat Bukhari, 50, outside his office as he was leaving for an iftar party (the meal that breaks the Ramadan fast), according to media reports. He suffered injuries to the head and abdomen, according to a report on the Free Press Kashmir news website. Two police officers, who had been assigned to protect him after an attack in 2000, were also fired at, the reports said. All three were rushed to the Shri Maharaja Hari Singh hospital where they died, according to news reports. The Rising Kashmir office is located in Srinagar city’s Press Colony, a high-security zone that houses other media organizations, according to a report in The Telegraph newspaper. On June 15, police released images of three suspects on a motorcycle captured on closed-circuit TV, according to a report on the NDTV 24X7 news channel. SP Pani, the inspector general of the Jammu and Kashmir state police, told CPJ that Zubair Qadri, a fourth suspect, had been arrested on June 15 and a pistol was recovered from the scene of the crime. Footage showed him stealing a pistol from one of the slain security officers, according to a report on The Wire news website. When asked if any organization had claimed responsibility, Pani said that the killing was being treated as a ""terrorism-related"" crime and did not elaborate. When asked about the number of gunmen who killed Bukhari, Pani said this was ""a matter of investigation.” Amarjit Singh Dulat, a former director of Research and Analysis Wing, India’s external intelligence agency, claimed that Bukhari had approached Mehbooba Mufti, former chief minister of Jammu and Kashmir, for “increased security” a few days before his death, according to news reports. Naeem Akhtar, a minister in the Jammu and Kashmir state government, did not take calls from CPJ seeking comment. Pani denied knowledge of the statement made by Dulat."
1247,2002,Confirmed,Shukur Hossain,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Anirban,Print Reporter,"Corruption,Crime",Print,Bangladesh,Ula,,,Ula,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,No,,,,,,,,,,"July 5, 2002","Hossain, a crime reporter for the Khulna-based newspaper Anirban, was kidnapped from his home in Ula, a village near the town of Dumuria, Khulna District, at around midnight by a group of about 35 armed men. Police suspect that the assailants belonged to the outlawed Biplobi Communist Party, one of several guerrilla groups active in the lawless southwest of the country."
1248,1998,Confirmed,Simao Roberto,,Angola,,,Male,,,Journalist,,Murder,Killed,Staff,Journal de Angola,Print Reporter,"Corruption,Politics",Print,Angola,Luanda,,,Luanda,,Local,,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"June 5, 1998","Roberto, a reporter for the government-owned Journal de Angola, was gunned down in his car outside the newspaper’s offices in Luanda as he returned from the presidential palace, where he had covered a meeting of the Council of Ministers. Roberto was a well-known government critic whose colleagues believe was killed because of his journalistic work. Police subsequently presented three suspects they said carried out the attack, but a few days later one of the suspects denied involvement and said he had been forced to confess to get a lesser charge on another offense."
1249,2004,Confirmed,Simon Cumbers,,,,,Male,,,Journalist,,Murder,Killed,Freelance,BBC,Camera Operator,Politics,Television,Saudi Arabia,Al-Suwaidi,,,Al-Suwaidi,,Foreign,Political Group,Confirmed,,,Partial Impunity,No,No,No,,,,,,,,,,"June 6, 2004","Cumbers, an Irish freelance cameraman on assignment for the BBC, was shot dead by Al-Qaeda gunmen in the Al-Suwaidi district of Riyadh, the capital of Saudi Arabia, according to news reports. BBC security correspondent Frank Gardner was critically injured in the attack, which left him partly paralyzed."
1250,2014,Confirmed,Simone Camilli,,,,,Male,,,Journalist,,Crossfire,Killed,Staff,The Associated Press,"Camera Operator,Photographer","Politics,War","Television,Internet",Israel and the Occupied Palestinian Territory,"Beit Lahiya, Gaza",,,"Beit Lahiya, Gaza",,Foreign,Military Officials,Confirmed,,,,,,,,,,,,,,,,"August 13, 2014","Simone Camilli, an Italian video journalist for The Associated Press, was killed when an unexploded missile blew up in the northern Gaza Strip, according to his employer. The explosion also killed freelance translator Ali Shehda Abu Afash and injured AP photographer Hatem Moussa. The crew had accompanied Gaza police engineers as they worked to neutralize missiles left from Israeli’s strikes on Gaza, according to news reports."
1251,2021,Confirmed,Siraj Abishov,,Azerbaijan,,,Male,https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Siraj-Abishev.JPG_215d898c-1b48-48e3-a9d5-d39e6b86d63c.jpeg,Rashad Mehdiyev/AzerTag,Journalist,Killed,Crossfire,Killed,Staff,AzTV,Camera Operator,"War,Politics","Internet,Television",Azerbaijan,Kalbajar district,Kalbajar district,,,,Local,Military Officials,Confirmed,No,,,,,,,,,,,,,,,"June 4, 2021","Siraj Abishov, a camera operator with the Azerbaijani state broadcaster AzTV, and Maharram Ibrahimov, a correspondent for the Azerbaijani state news agency AzerTag, were on assignment in Azerbaijan’s Kalbajar district, near Nagorno-Karabakh, on June 4, 2021, when the vehicle they were riding in hit a landmine, killing both journalists at the scene,  according to multiple news reports and a tweet by Azerbaijani Foreign Minister Jeyhun Bayramov."
